,,Q1 ,Q2,,,,,,,Q3,,,,Q4,,,,,,,,,,,,,,,,Q5,Q6,Q7,,,,,,,,,,,,,,,,Q8,Q9,Q10,Q11
HUS1,ESI86,papier,1,,,1,,,,non,ot,non,non,,,,,1,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,22
HUS1,ESI87,papier,1,,,1,,,,ot,na,na,na,,1,,1,,,,,,,,1,,,,,qqf,1X,,,,,,,,,,,,,,,1,,NA,NA,F,39
HUS1,ESI88,ordi,,,,,,1,,non,ot,non,ot,1,,,1,1,,,,,,1,,,,,,tt,sv,,,,,,,,,,,1,,notercours,,,,tt,js,F,19
HUS1,ESI89,ordi,,,,,,1,,na,na,na,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,notercours,,,,tt,js,F,20
HUS1,ESI90,ordi,1,,,,,,,na,na,na,ot,1,,,,,,,,,1,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,,1,tt,qqf,H,29
HUS1,ESI91,ordi,,1,,1,,,,osp,osp,non,ot,1,1,,,,,,,,,,1,,,,,qqf,1X,,,,,,,,,,,,,,,,1,tt,js,H,28
HUS1,ESI92,ordi,1,,,1,,,,non,ot,non,ot,1,,,1,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,tt,js,F,18
HUS1,ESI93,ordi,1,,,,,,,non,ot,non,ot,,,1,1,,,,1,,1,,1,,,,,qqf,sv,,,,,,,,,,,1,,,,,,tt,js,F,19
HUS1,ESI94,papier,1,,,1,,,,non,ot,non,non,,,,1,1,,,1,1,,,,,,,,1X,sv,,,,,,,,,,,,,,,1,,NA,NA,F,20
HUS1,ESI95,ordi,1,,,,,,,na,na,na,ot,,,,1,,,,1,,1,,,,,,,js,sv,,,,,,,,,,,1,,,,,,tt,js,H,20
HUS1,ESI96,ordi,,1,,1,,,,non,ot,non,ot,,1,,1,1,,1,1,,1,,1,,,,,js,sv,,,,,,,,,,,1,,,,,,js,js,H,20
HUS1,ESI97,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,1,,1,,,,,qqf,sv,,,,,,,,,,,,,,1,,,js,js,H,22
HUS1,ESI98,ordi,,,,1,,,,ot,na,ot,non,,,,1,,,,,,,,,,,,,NR,NR,,,,,,,,,,,1,,,,,,sv,js,F,20
HUS1,ESI99,papier,1,,,1,,,,non,ot,non,non,,,,,,,,,,,,,reg-heure,,,,qqf,js,,,,,,,,,,,,,,,1,,NA,NA,F,18
HUS1,ESI100,papier,,,,,,1,,osp,non,non,non,,,,,,,,,,,,,reg-heure,,,,qqf,qqf,,,,,,,,,,,,,,1,1,,NA,NA,H,23
HUS1,ESI101,ordi,1,,,1,,,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,,1,nvp,nvp,F,21
HUS1,ESI102,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,1,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,H,19
HUS1,ESI103,papier,1,,,1,,,,osp,non,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,20
HUS1,ESI104,ordi,,,,1,,,,non,ot,non,ot,,,,1,1,,,,,,,1,,,,,js,sv,,,,,,,,,,,1,,,,,,tt,js,F,19
HUS1,ESI105,ordi,1,,,1,,,,na,ot,na,ot,,,,,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,tt,js,H,27
HUS1,ESI106,ordi,1,,,,,,,non,osp,non,ot,,,,1,,,1,1,1,,,,,,,,1X,qqf,,,,,,,,,,,1,1,,,,,tt,js,H,24
HUS1,ESI107,ordi,,,,,,1,,ot,non,non,ot,,,,1,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,tt,js,F,19
HUS1,ESI108,ordi,,,,1,,,,non,osp,non,ot,,,,,,,,,,,,1,,,,,1X,1X,,,,,,,,,,,1,,,,,,tt,1X,F,20
HUS1,ESI109,papier,,,,1,,,,na,osp,na,na,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,H,20
HUS1,ESI110,papier,,,,1,,,,osp,na,na,na,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,,1,,NA,NA,H,26
HUS1,ESI111,ordi,1,,,,,,,osp,na,non,ot,,,,1,,,,1,,,,,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,sv,nvp,F,19
HUS1,ESI112,papier,,,,,,1,,non,ot,non,non,1,,,,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,24
HUS1,ESI113,ordi,1,1,,,,,,non,osp,non,ot,,1,,1,1,,,,,1,1,,,,,,sv,sv,,,,,,,,,,,1,,,,,,tt,1X,F,20
HUS1,ESI114,X,1,1,,1,1,,anciencours,non,ot,non,ot,,,,1,1,,,1,,1,1,1,,,,,jnsp,sv,,,,,,,,,,,1,1,1,,,,tt,js,F,20
HUS1,ESI115,papier,1,,,,,,,non,ot,na,ot,1,1,,1,,,,1,1,1,,,,,,,sv,qqf,,,,,,,,,,,,,,,1,,js,js,F,19
HUS1,ESI116,papier,1,,,1,,,,non,ot,na,na,1,,1,1,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,1,1,,NA,NA,H,26
HUS1,ESI117,papier,,,,,,1,,non,ot,non,non,,,,1,1,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,25
HUS1,ESI118,papier,1,,,1,,,,osp,non,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,19
HUS1,ESI119,papier,1,,,,,,,na,na,na,na,1,,,,,,,,,,,,,,,,1X,NR,,1,,,,,1,,,,,,,,,,sv,nvp,F,36
HUS1,ESI120,ordi,1,1,,,,,,non,ot,non,ot,1,1,,1,,,,,,,1,,,,,,sv,sv,,,,,,,,,,,,,,,,,NR,NR,NA,NA
HUS1,ESI121,ordi,,,,,,1,,non,ot,non,ot,,1,,1,,,,1,,,,,,,,,js,tt,,,,,,,,,,,,,,1,,,js,js,F,20
HUS1,ESI122,papier,,,,,,1,,non,ot,non,non,1,,,1,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
HUS1,ESI123,ordi,,,,1,,,,osp,na,na,ot,,,,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,js,1X,F,22
HUS1,ESI124,papier,,,,1,,,,na,ot,non,non,1,,,1,1,,,,,,,,,,,,qqf,1X,,,,,,,,,,,,,,,1,,NA,NA,F,NA
HUS1,ESI125,pas,1,,,1,,,,na,ot,na,na,1,,,1,1,,,1,1,,,,,,,,qqf,tt,,,,,,,,,,,,,,,1,,NA,NA,F,18
HUS1,ESI126,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,19
HUS1,ESI127,ordi,,,,,,1,,non,osp,ot,non,,1,,1,1,,,,,,,,,,,,1X,1X,,,,,,,,,,,1,,,,,,NR,NR,F,19
HUS1,ESI128,papier,1,,,1,,,,non,osp,non,non,1,1,,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,19
HUS1,ESI129,ordi,1,,,1,,,,na,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,20
HUS1,ESI130,papier,,,,1,,,,na,ot,na,na,,,,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,21
HUS1,ESI131,papier,1,,,1,,,,non,non,non,non,,,,,1,,,,,,,1,,,,,1X,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,27
HUS1,ESI132,ordi,1,,,1,,,,non,ot,non,ot,1,,,,1,,,,,,1,1,,,,,qqf,js,1,,,1,,,,,,,,1,,,,,tt,js,H,21
HUS1,ESI133,papier,,,,,,1,,non,ot,na,na,,,,1,1,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,27
HUS1,ESI134,papier,1,,,,,,,non,ot,non,non,1,1,,1,,,,,,,,1,,,,,nvp,nvp,,,,,,,,,,,,,,,,1,nvp,nvp,H,24
HUS1,ESI135,papier,1,,,1,,,,na,ot,na,na,,,,,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,36
HUS1,ESI136,papier,,,,,,1,,osp,non,non,osp,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,H,25
HUS1,ESI137,papier,1,,,,,,,na,osp,osp,na,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,,,js,js,F,17
HUS1,ESI138,papier,1,,,,,,,non,ot,non,non,,,,,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,22
HUS1,ESI139,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,1,,,nvp,nvp,,,,,,,,,,,,,,,1,,NA,NA,F,45
HUS1,ESI140,X,,,,1,,,,ot,non,non,ot,,,,1,,,,,,,,,,,,,qqf,js,,,,,,,,,,,1,,,,,,tt,js,F,18
HUS1,ESI141,papier,1,,,,,,,na,na,na,na,,,,,,,,,,,,,,,,1,js,js,,,,,,,,,,,,,,1,,,js,js,H,30
HUS1,ESI142,papier,1,,,,,,,osp,na,na,na,,,,1,,,,,,,,,,,,,js,js,,,,,,,,,,,,,,1,1,,js,js,F,44
HUS1,ESI143,papier,1,,,1,,,,osp,na,na,na,,,1,,,,,,,,,,,,,,js,js,,,,,,,,,,,,,,1,1,,js,js,F,43
HUS1,ESI144,ordi,,,,1,,,,na,osp,na,ot,,,,1,1,,,,,1,,1,,,,,js,qqf,,,,,,,,,,,1,1,,,,,tt,jnsp,F,18
HUS1,ESI145,papier,1,,,,,,,osp,osp,non,non,1,1,1,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,js,js,F,22
HUS1,ESI146,papier,,,,,,1,,na,ot,na,na,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
HUS1,ESI147,X,,,,1,,,,na,na,na,ot,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,1,,,,,,tt,js,H,44
HUS1,ESI148,papier,1,1,,1,,,,non,osp,non,non,,,,1,1,,,1,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,,,js,js,F,22
HUS1,ESI149,papier,,,,1,,,,ot,ot,non,non,,,,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,1,1,,NA,NA,F,23
HUS1,ESI150,papier,,,,,,1,,osp,na,na,na,,,1,1,,,,,1,,,,,,,,js,js,,,,,,,,,,,,,,1,1,,js,js,F,32
HUS1,ESI151,papier,1,,,1,,,,non,ot,non,non,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,1,,,NR,NR,F,19
HUS1,ESI152,papier,1,,,1,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,18
HUS1,ESI153,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,20
HUS1,ESI154,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,20
HUS1,ESI155,papier,1,,,1,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,18
HUS1,ESI156,papier,1,,,1,,,,na,ot,na,na,1,,,1,,,,,,,,,,,,,qqf,1X,,,,,,,,,,,,,,1,,,js,js,F,20
HUS1,ESI157,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,1,1,,NA,NA,F,20
HUS1,ESI158,papier,,,,,,1,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,22
HUS1,ESI159,papier,,,,,,1,,non,osp,non,non,,,,1,1,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,33
HUS1,ESI160,papier,1,,,1,,,,non,ot,non,non,,1,1,1,1,,,1,1,,,,,,,,js,tt,,,,,,,,,,,,,,,1,,NA,NA,F,28
HUS1,ESI161,papier,1,,,1,,,,osp,non,non,non,,,,1,,,,,1,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,23
HUS1,ESI162,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,1,1,,NA,NA,F,44
HUS2,ESI1,ordi,1,1,,,1,,Wpersojeux,non,ot,non,ot,,,,1,,,,1,,1,,,,,,,js,qqf,,,1,,,,,,,1,,,,,,,sv,sv,H,22
HUS2,ESI2,ordi,1,,,,,1,,non,ot,non,ot,,1,,1,1,,,1,,,,,,,,,js,qqf,,,,,,,,,,1,,,,,,,jnsp,qqf,F,33
HUS2,ESI3,ordi,,1,,,,,,non,ot,non,ot,1,,,1,,,,,,,,1,,,,,qqf,qqf,1,1,1,,,,,,,,,,,,,,qqf,qqf,F,20
HUS2,ESI4,ordi,,,,,,1,,non,ot,non,ot,,1,,1,1,,,1,,1,,,,,,,js,sv,,,,,,,,,,,,1,,,,,sv,js,F,22
HUS2,ESI5,papier,,,,,,1,,na,ot,na,na,,,,1,1,,,,,1,,1,,,,,js,tt,,,,,,,,,,,,,,1,1,,NA,NA,F,20
HUS2,ESI6,papier,,,,,,1,,na,ot,na,na,,1,,,,,,,,,,1,recTFE,,,,qqf,qqf,,,,,,,,,,,,,,1,1,,NA,NA,F,23
HUS2,ESI7,ordi,1,,,,1,,qt_int,na,ot,ot,na,,,,1,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,1,,,,,,js,js,F,27
HUS2,ESI8,ordi,1,,,,1,,telport,non,ot,non,ot,,1,,1,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,1,,,,,,js,js,F,20
HUS2,ESI9,ordi,1,,,,,,,non,ot,ot,non,,,,1,,,,,,1,,,,,,,js,sv,,,1,,,,,,1,1,1,,,,,,qqf,sv,F,21
HUS2,ESI10,pas,,,,,,1,,ot,na,na,ot,1,,,1,1,,,1,,,,1,,,,,qqf,sv,,,,,,,,,,,,,,1,,,js,js,F,21
HUS2,ESI11,pas,1,,,,,,,non,ot,non,ot,,1,,,,,,,,,,,,,,,1X,1X,,,,,,,,,,,,1,,,,,sv,1X,F,28
HUS2,ESI12,ordi,1,,,,,,,na,ot,na,ot,,,,1,1,,,1,,,,1,,,,,js,tt,,1,1,1,,,,,,1,,,prepCV,,,,js,tt,F,23
HUS2,ESI13,papier,1,,,,,,,ot,ot,non,non,,1,,1,,,,,,,,,,,,,qqf,1X,,,,,,,,,,,,,,,1,,NA,NA,F,41
HUS2,ESI14,ordi,1,,,,,,,ot,ot,non,ot,,1,,1,1,,,,,1,,,,,,,js,sv,,,,,,,,,,,,,notercours,,,,tt,js,F,25
HUS2,ESI15,ordi,1,,,,,,,non,ot,non,ot,,,,1,,,,,,,1,,,,,,js,1X,,,,,,,,,,,1,,,,,,sv,js,F,21
HUS2,ESI16,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,1,,,,,,,js,sv,,,,,,,,,,,,,,1,1,,js,js,F,22
HUS2,ESI17,papier,1,,,,,1,,non,non,non,non,,,,,1,,,,,,,1,,,,,1X,js,,,,,,,,,,,,,,1,1,,NA,NA,F,44
HUS2,ESI18,ordi,,,,,,1,,na,osp,na,ot,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,26
HUS2,ESI19,ordi,1,,,,,,,na,ot,na,ot,,,,1,,,,,,,,,rechinfoautrecours,,,,1X,qqf,,,,,,,,,,,,,regautre cours,,,,NR,1X,F,22
HUS2,ESI20,ordi,1,,,,,,,na,na,na,ot,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,1,,,,,,,tt,js,F,NA
HUS2,ESI21,ordi,1,,,,,,,na,na,na,ot,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,1,,,,,,,tt,NR,F,40
HUS2,ESI22,papier,,,,,,1,,osp,non,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,32
HUS2,ESI23,ordi,1,,,,,,,na,ot,na,ot,,1,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,1,,,,,,tt,js,F,20
HUS2,ESI24,papier,1,,,,,,,non,ot,non,non,,1,,1,,,,,,1,,1,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,22
HUS2,ESI25,ordi,1,,,,,,,na,ot,ot,na,,1,,1,,,,,,,,,,,,,sv,qqf,,,,,,,,,,,1,,,,,,tt,qqf,F,22
HUS2,ESI26,papier,1,,,,,,,non,ot,ot,non,,,,1,1,,,,,,1,1,,,,,qqf,1X,,,,,,,,,,1,,,,,,,qqf,qqf,F,22
HUS2,ESI27,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,H,41
HUS2,ESI28,pas,1,1,,,,,,osp,non,ot,non,1,1,,1,1,,,,,,,1,,,,,qqf,qqf,,,,1,,,,,,,,1,,,,,sv,qqf,H,21
HUS2,ESI29,pas,1,,,,,,,non,ot,na,ot,,,,1,,,,,,,,,,,,,sv,js,,,,,,,,,1,,1,,,,,,qqf,qqf,H,23
HUS2,ESI30,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,22
HUS2,ESI31,papier,1,,,,,1,,non,non,non,non,,,,1,,,,,,1,,,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,40
HUS2,ESI32,papier,1,,,,,,,non,ot,non,non,,,,1,1,,,,,1,,,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,H,30
HUS2,ESI33,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,1,,,,,NR,NR,,,,,,,,,,,,,,1,,,js,js,F,20
HUS2,ESI34,papier,1,1,,,,,,non,ot,non,non,,1,,1,,,,,,1,,,,,,,qqf,sv,,,,,,,,,,,,,,,1,,NA,NA,H,21
HUS2,ESI35,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,1,,1,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,20
HUS2,ESI36,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,25
HUS2,ESI37,papier,1,,,,,,,osp,non,non,non,,,,1,,,,,,1,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,22
HUS2,ESI38,ordi,1,,,,,,,non,ot,non,ot,1,,,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,js,js,F,21
HUS2,ESI39,papier,1,,,,,,,na,ot,na,na,,,,1,,,,,,,,,,,,,js,jnsp,,,,,,,,,,,,,,,1,,NA,NA,F,20
HUS2,ESI40,papier,1,,,,,,,non,ot,non,non,,,,1,,,,1,,1,,,,,,,js,sv,,,,,,,,,,,,,,1,1,,NA,NA,F,22
HUS2,ESI41,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,sms,,,,1X,1X,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,js,js,F,34
HUS2,ESI42,ordi,1,,,,,,,non,ot,non,ot,,,,1,,,,,,,,,partage3G,,,,1X,qqf,1,1,,,,,1,,,,1,,,,,,1X,qqf,H,26
HUS2,ESI43,pas,1,,,,1,,Wperso,na,ot,na,ot,1,1,,1,,,,,,,,,rechercheautre,,,,qqf,sv,,,,,,,,,,,1,1,,,,,sv,1X,F,22
HUS2,ESI44,papier,1,,,,,1,,na,osp,na,na,,,,,,,,,,,,1,,,,,1X,js,,,,,,,,,,,,,,,1,,NA,NA,F,35
HUS2,ESI45,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,1,1,,NA,NA,F,22
HUS2,ESI46,papier,1,,,,,,,non,osp,non,non,,,,,1,,,1,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,25
HUS2,ESI47,papier,1,,,,1,,qt_int,non,ot,non,non,,,,1,,,,,,1,,,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,21
HUS2,ESI48,papier,1,,,,,,,ot,non,non,non,,,,1,,,1,,,1,,,,,,,sv,sv,,,,,,,,,,,,,,,1,,NA,NA,F,36
HUS2,ESI49,pas,,,,,,1,,ot,na,na,na,,1,,1,1,,,,,,,,,,,,sv,qqf,,1,,,,,,,,,,,,,,,NR,NR,F,30
HUS2,ESI50,papier,1,,,,,,,ot,ot,non,non,,,,,1,,1,1,,1,,,,,,,sv,sv,,,,,,,,,,,,,,,1,,NA,NA,F,25
HUS2,ESI51,papier,1,,,,,,,na,ot,na,na,,,,1,,,,,,,,,,,,,1X,nvp,,,,,,,1,,,,,,,,,,1X,1X,F,30
HUS2,ESI52,papier,,,1,,,,,ot,ot,non,non,,,,1,,,,,,1,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,34
HUS2,ESI53,papier,1,,,,,,,non,ot,non,non,,,,1,1,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
HUS2,ESI54,papier,1,,,,,,,non,ot,non,non,,,,1,1,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,1,1,,NA,NA,F,21
HUS2,ESI55,papier,1,,,,,,,ot,ot,na,na,,,,1,1,,,1,,,1,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,32
HUS2,ESI56,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,NR,NR,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,NR,NR,F,31
HUS2,ESI57,papier,1,,,,,,,osp,non,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,H,26
HUS2,ESI58,papier,,1,,1,,,,na,na,na,na,,,,,,,,,,,,,,1,,,NR,NR,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,NR,NR,F,34
HUS2,ESI59,papier,1,1,,,,,,ot,ot,na,na,1,,,1,,,,1,1,,,,,,,,1X,qqf,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,NR,NR,F,21
HUS2,ESI60,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,36
Sa1,ESI1,papier,1,,,,,,,osp,non,osp,non,,1,,1,,,,,,,,,,,,,qqf,nvp,,,,,,,,,,,,,,,1,,NA,NA,F,26
Sa1,ESI2,papier,1,,,,1,,anciencours,non,ot,non,non,1,,,1,,,,,,,,1,,,,,qqf,tt,,,,,,,,,,,,,,,1,,NA,NA,F,20
Sa1,ESI3,papier,1,1,,1,,,,na,osp,na,na,,,,1,1,,,1,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
Sa1,ESI4,papier,,,,,,1,,ot,non,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,36
Sa1,ESI5,pas,1,,,1,,,,non,ot,non,non,,1,1,1,,,,1,,,,1,,,,,sv,sv,,,,,,,,,,,,,,1,,,NR,NR,F,21
Sa1,ESI6,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,1,1,,NA,NA,F,20
Sa1,ESI7,pas,,,,,,1,,non,ot,non,non,,1,,1,1,,1,1,,1,,1,,,,,1X,sv,,,,,,,,,,,,,,,1,,NA,NA,H,26
Sa1,ESI8,pas,,,,,1,,pptfincours,na,ot,na,na,,,,,,,,1,,1,,,,,,,js,sv,,,,,,,,,,,,,,1,,,js,js,F,23
Sa1,ESI9,papier,1,,,,1,,mesconnaissances,non,ot,non,non,1,,,1,,,,1,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
Sa1,ESI10,papier,,1,,,,,,non,osp,non,non,1,,,,,,,,,,,1,,,,,qqf,1X,,,,,,,,,,,,,,,1,,NA,NA,F,23
Sa1,ESI11,papier,1,,,,,,,na,ot,na,na,,,,1,1,,,1,,,,1,,,,,sv,sv,,,,,,,,,,,,,,1,,,js,js,F,22
Sa1,ESI12,papier,,1,,,,,,non,ot,non,non,1,1,,1,,,,,,1,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,21
Sa1,ESI13,papier,1,,,,,,,non,ot,non,non,,1,,1,,,,1,,,,,,,,,1X,1X,,,,,,,,,,,,,,,1,,NA,NA,F,20
Sa1,ESI14,papier,1,1,,,,,,non,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,H,43
Sa1,ESI15,papier,1,,,1,,,,non,ot,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,23
Sa1,ESI16,papier,,,,,,1,,non,ot,non,non,1,,,,,,,,,,,,,,,,1X,js,,,,,,,,,,,,,,,1,,NA,NA,F,27
Sa1,ESI17,papier,1,1,,,,,,osp,non,non,non,1,,,1,,,,,,,,1,,,,,1X,qqf,,,,,,,,,,,,,,,1,,js,js,F,22
Sa1,ESI18,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,41
Sa1,ESI19,papier,1,,,,,,,non,non,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,,,NR,NR,F,22
Sa1,ESI20,X,1,,,1,,,,ot,na,ot,na,1,1,,1,,,,,,,,,,,,,qqf,qqf,1,,,,,,,,,1,1,,,,,,sv,qqf,F,21
Sa1,ESI21,papier,1,,,,,,,non,ot,non,non,,,1,,,,,1,,,,,,,,,js,sv,,,1,,,,1,,,,,,,,,,js,js,F,21
Sa1,ESI22,papier,,1,,,,,,non,osp,non,non,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,NR,NR,,,,,,,,,,,,,,1,,,js,js,H,NA
Sa1,ESI23,pas,,,,1,,,,non,ot,non,non,1,,,1,1,,,,,,,,,,,,qqf,qqf,1,,,1,,,1,,,,,,,,,,qqf,qqf,F,22
Sa1,ESI24,pas,,,,,,1,,ot,na,na,na,,,,1,1,,,,,1,,,,,,,js,sv,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,NR,NR,NA,NA
Sa1,ESI25,papier,1,,,,,,,na,osp,na,na,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,22
Sa1,ESI26,ordi,,1,,1,,,,ot,ot,ot,non,1,,,1,1,,,,,1,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,tt,js,F,22
Sa1,ESI27,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
Sa1,ESI28,papier,1,,,,,,,non,ot,non,non,,,,1,1,,,,,,,1,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,23
Sa1,ESI29,papier,,,,,,1,,osp,non,non,non,,,,1,,,,,,,,,,,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,38
